gene	plot_type	plot_subtype
SCLT1	Oncogene	Other Oncogene
SCMH1	Other	Epigenetic
SCML4	Other	Epigenetic
SCN3B	Oncogene	Other Oncogene
SCNN1B	Oncogene	Other Oncogene
SCRIB	Tumor Suppressor	Other Tumor Suppressor
SCRT1	Other	Transcription Factor
SCRT2	Other	Transcription Factor
SCUBE2	Tumor Suppressor	Other Tumor Suppressor
SCX	Other	Transcription Factor
SCYL1	Oncogene or Tumor Suppressor	Kinase
SCYL2	Other	Kinase
SCYL2ps	Other	Kinase
SCYL3	Other	Kinase
SDC1	Oncogene	Other Oncogene
SDC3	Oncogene	Other Oncogene
SDC4	Oncogene	Other Oncogene
SDCCAG8	Oncogene	Other Oncogene
SDE2	Oncogene	Other Oncogene
SDHA	Tumor Suppressor	Other Tumor Suppressor
SDHAF2	Oncogene	Other Oncogene
SDHB	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SDHC	Oncogene	Other Oncogene
SDHD	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SEBOX	Other	Transcription Factor
SEC14L2	Tumor Suppressor	Other Tumor Suppressor
SEL1L	Oncogene	Other Oncogene
SELE	Oncogene	Other Oncogene
SELENBP1	Tumor Suppressor	Other Tumor Suppressor
SEMA3B	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SEMA3F	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SEMA4B	Oncogene	Other Oncogene
SEMA4D	Oncogene	Other Oncogene
SEMA5B	Oncogene	Other Oncogene
SEPT2	Oncogene	Other Oncogene
SEPT4	Tumor Suppressor	Other Tumor Suppressor
SEPT5	Oncogene	Other Oncogene
SEPT6	Oncogene	Other Oncogene
SEPT9	Oncogene	Other Oncogene
SEPTIN2	Oncogene	Other Oncogene
SEPTIN4	Tumor Suppressor	Other Tumor Suppressor
SEPTIN5	Oncogene	Other Oncogene
SEPTIN6	Oncogene	Other Oncogene
SEPTIN9	Oncogene	Other Oncogene
SERINC3	Oncogene	Other Oncogene
SERPINA1	Oncogene	Other Oncogene
SERPINB1	Oncogene	Other Oncogene
SERPINB3	Oncogene	Other Oncogene
SERPINB4	Oncogene	Other Oncogene
SERPINB5	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SERPINI2	Tumor Suppressor	Other Tumor Suppressor
SET	Oncogene	Epigenetic
SETBP1	Oncogene	Transcription Factor
SETD2	Oncogene or Tumor Suppressor	Epigenetic
SETDB1	Other	Epigenetic
SETDB2	Other	Epigenetic
SF3B1	Oncogene	Epigenetic
SFMBT2	Oncogene	RNA Binding Protein
SFN	Tumor Suppressor	Other Tumor Suppressor
SFPQ	Oncogene	RNA Binding Protein
SFRP1	Tumor Suppressor	Other Tumor Suppressor
SFRP2	Tumor Suppressor	Other Tumor Suppressor
SFRP4	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SFRP5	Tumor Suppressor	Other Tumor Suppressor
SGK1	Other	Kinase
SGK2	Other	Kinase
SGK3	Other	Kinase
SGMS1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SGSM2	Other	Transcription Factor
SH2B2	Oncogene	Other Oncogene
SH2B3	Tumor Suppressor	Other Tumor Suppressor
SH3BGRL2	Oncogene	Other Oncogene
SH3BP2	Oncogene	Other Oncogene
SH3GL1	Oncogene	Other Oncogene
SH3GL2	Oncogene	Other Oncogene
SH3GLB1	Tumor Suppressor	Other Tumor Suppressor
SHBG	Oncogene	Other Oncogene
SHC1	Oncogene	Other Oncogene
SHC4	Oncogene	Other Oncogene
SHH	Oncogene	Other Oncogene
SHISA3	Tumor Suppressor	Other Tumor Suppressor
SHOX	Other	Transcription Factor
SHOX2	Other	Transcription Factor
SHPRH	Tumor Suppressor	Epigenetic
SHQ1	Tumor Suppressor	Other Tumor Suppressor
SIAH1	Tumor Suppressor	Other Tumor Suppressor
SIAH2	Oncogene	Other Oncogene
SIK	Other	Kinase
SIK1	Tumor Suppressor	Kinase
SIK1B	Other	Kinase
SIK2	Other	Kinase
SIK3	Oncogene	Kinase
SIM1	Other	Transcription Factor
SIM2	Other	Transcription Factor
SIPA1	Oncogene	Other Oncogene
SIRT1	Oncogene or Tumor Suppressor	Epigenetic
SIRT2	Tumor Suppressor	Epigenetic
SIRT3	Tumor Suppressor	Other Tumor Suppressor
SIRT4	Tumor Suppressor	Other Tumor Suppressor
SIRT6	Tumor Suppressor	Epigenetic
SIX1	Oncogene	Transcription Factor
SIX2	Other	Transcription Factor
SIX3	Other	Transcription Factor
SIX4	Oncogene	Transcription Factor
SIX5	Other	Transcription Factor
SIX6	Other	Transcription Factor
SKI	Oncogene	Transcription Factor
SKIL	Oncogene or Tumor Suppressor	Transcription Factor
SKOR1	Other	Transcription Factor
SKOR2	Other	Transcription Factor
SKP1	Oncogene	Epigenetic
SKP1P2	Oncogene	Other Oncogene
SKP2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SLAMF6	Oncogene	Other Oncogene
SLC16A1	Oncogene	Other Oncogene
SLC16A3	Oncogene	Other Oncogene
SLC19A1	Oncogene	Other Oncogene
SLC22A18	Oncogene	Other Oncogene
SLC22A23	Oncogene	Other Oncogene
SLC26A11	Oncogene	Other Oncogene
SLC27A1	Oncogene	Other Oncogene
SLC29A1	Oncogene	Other Oncogene
SLC2A4RG	Other	Transcription Factor
SLC30A5	Oncogene	Other Oncogene
SLC34A2	Oncogene	Other Oncogene
SLC38A1	Oncogene	Other Oncogene
SLC38A2	Oncogene	Other Oncogene
SLC39A1	Tumor Suppressor	Other Tumor Suppressor
SLC39A4	Tumor Suppressor	Other Tumor Suppressor
SLC39A6	Oncogene	Other Oncogene
SLC43A1	Oncogene	Other Oncogene
SLC44A4	Oncogene	Other Oncogene
SLC45A3	Oncogene	Other Oncogene
SLC49A4	Oncogene	Other Oncogene
SLC4A1	Oncogene	Other Oncogene
SLC5A5	Oncogene	Other Oncogene
SLC5A8	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SLC6A2	Oncogene	Other Oncogene
SLC6A3	Oncogene	Other Oncogene
SLC6A5	Oncogene	Other Oncogene
SLC9A2	Oncogene	Other Oncogene
SLC9A3R1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SLC9A9	Oncogene	Other Oncogene
SLIT2	Tumor Suppressor	Other Tumor Suppressor
SLK	Other	Kinase
SLX4	Tumor Suppressor	Other Tumor Suppressor
SMAD1	Other	Transcription Factor
SMAD2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SMAD3	Oncogene	Transcription Factor
SMAD4	Oncogene or Tumor Suppressor	Transcription Factor
SMAD5	Other	Transcription Factor
SMAD9	Other	Transcription Factor
SMAP1	Oncogene	Other Oncogene
SMARCA2	Tumor Suppressor	Epigenetic
SMARCA4	Oncogene or Tumor Suppressor	Epigenetic
SMARCB1	Oncogene or Tumor Suppressor	Epigenetic
SMARCC1	Tumor Suppressor	Epigenetic
SMCHD1	Tumor Suppressor	Other Tumor Suppressor
SMG1	Other	Kinase
SMG6	Oncogene	Other Oncogene
SMO	Oncogene	Other Oncogene
SMYD3	Oncogene	Epigenetic
SMYD4	Tumor Suppressor	Epigenetic
SNAI1	Oncogene	Transcription Factor
SNAI2	Oncogene	Epigenetic
SNAI3	Other	Transcription Factor
SNAPC2	Other	Transcription Factor
SNAPC3	Oncogene	Other Oncogene
SNAPC4	Other	Transcription Factor
SNAPC5	Other	Transcription Factor
SNCAIP	Oncogene	Other Oncogene
SNCG	Oncogene	Other Oncogene
SNORD50A	Tumor Suppressor	Other Tumor Suppressor
SNRK	Other	Kinase
SNX29	Oncogene	Other Oncogene
SNX5	Oncogene	Other Oncogene
SOCS1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SOCS2	Oncogene	Other Oncogene
SOCS3	Tumor Suppressor	Other Tumor Suppressor
SOD2	Tumor Suppressor	Other Tumor Suppressor
SOHLH1	Other	Transcription Factor
SOHLH2	Other	Transcription Factor
SON	Other	Transcription Factor
SORBS2	Oncogene	Other Oncogene
SORL1	Oncogene	Other Oncogene
SOX1	Tumor Suppressor	Transcription Factor
SOX10	Oncogene	Transcription Factor
SOX11	Oncogene or Tumor Suppressor	Transcription Factor
SOX12	Other	Transcription Factor
SOX13	Other	Transcription Factor
SOX14	Other	Transcription Factor
SOX15	Tumor Suppressor	Transcription Factor
SOX17	Other	Transcription Factor
SOX18	Other	Transcription Factor
SOX2	Oncogene	Transcription Factor
SOX21	Other	Transcription Factor
SOX3	Oncogene	Transcription Factor
SOX30	Other	Transcription Factor
SOX4	Oncogene	Transcription Factor
SOX5	Oncogene	Transcription Factor
SOX6	Other	Transcription Factor
SOX7	Tumor Suppressor	Transcription Factor
SOX8	Oncogene	Transcription Factor
SOX9	Oncogene	Transcription Factor
SP1	Other	Epigenetic
SP100	Tumor Suppressor	Epigenetic
SP110	Oncogene	Transcription Factor
SP140	Oncogene	Epigenetic
SP140L	Other	Transcription Factor
SP2	Other	Transcription Factor
SP3	Other	Transcription Factor
SP4	Other	Transcription Factor
SP5	Other	Transcription Factor
SP6	Other	Transcription Factor
SP7	Other	Transcription Factor
SP8	Other	Transcription Factor
SP9	Other	Transcription Factor
SPA17	Oncogene	Other Oncogene
SPAM1	Oncogene	Other Oncogene
SPARC	Tumor Suppressor	Other Tumor Suppressor
SPARCL1	Tumor Suppressor	Other Tumor Suppressor
SPDEF	Other	Transcription Factor
SPECC1	Oncogene	Other Oncogene
SPEG	Other	Kinase
SPEN	Other	RNA Binding Protein
SPI1	Oncogene or Tumor Suppressor	Transcription Factor
SPIB	Other	Transcription Factor
SPIC	Other	Transcription Factor
SPINK7	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SPINT1	Oncogene	Other Oncogene
SPINT2	Tumor Suppressor	Other Tumor Suppressor
SPOP	Oncogene or Tumor Suppressor	Epigenetic
SPP1	Oncogene	Other Oncogene
SPPL2B	Oncogene	Other Oncogene
SPPL3	Oncogene	Other Oncogene
SPRY2	Tumor Suppressor	Other Tumor Suppressor
SPRY4	Tumor Suppressor	Other Tumor Suppressor
SPTAN1	Oncogene	Other Oncogene
SPTBN1	Tumor Suppressor	Other Tumor Suppressor
SPZ1	Other	Transcription Factor
SRC	Oncogene	Kinase
SRCAP	Other	Epigenetic
SREBF1	Other	Transcription Factor
SREBF2	Other	Transcription Factor
SRF	Other	Transcription Factor
SRGAP3	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SRI	Oncogene	Other Oncogene
SRM	Other	Kinase
SRMS	Other	Kinase
SRPK1	Other	Kinase
SRPK2	Oncogene	Kinase
SRPK2ps	Other	Kinase
SRPK3	Other	Kinase
SRPX	Tumor Suppressor	Other Tumor Suppressor
SRSF2	Oncogene	Other Oncogene
SRSF3	Oncogene	Epigenetic
SRSF6	Oncogene	Other Oncogene
SRY	Other	Transcription Factor
SS18	Oncogene	Other Oncogene
SS18L1	Oncogene	Epigenetic
SSBP2	Tumor Suppressor	Other Tumor Suppressor
SSBP3	Oncogene	Other Oncogene
SSBP4	Oncogene	Other Oncogene
SSPN	Oncogene	Other Oncogene
SSTK	Other	Kinase
SSTR2	Oncogene	Other Oncogene
SSX1	Oncogene	Other Oncogene
SSX2	Oncogene	Other Oncogene
SSX4	Oncogene	Other Oncogene
ST13	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
ST18	Other	Transcription Factor
ST20	Tumor Suppressor	Other Tumor Suppressor
ST5	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
ST6GAL1	Oncogene	Other Oncogene
ST6GALNAC1	Oncogene	Other Oncogene
ST7	Tumor Suppressor	Other Tumor Suppressor
STAG1	Oncogene	Other Oncogene
STAG2	Oncogene	Other Oncogene
STARD13	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
STARD3	Oncogene	Other Oncogene
STARD8	Oncogene	Other Oncogene
STAT1	Tumor Suppressor	Transcription Factor
STAT2	Other	Transcription Factor
STAT3	Oncogene or Tumor Suppressor	Transcription Factor
STAT4	Other	Transcription Factor
STAT5A	Oncogene or Tumor Suppressor	Transcription Factor
STAT5B	Oncogene	Transcription Factor
STAT6	Oncogene	Transcription Factor
STEAP1	Oncogene	Other Oncogene
STEAP2	Oncogene	Other Oncogene
STIL	Oncogene	Other Oncogene
STK10	Tumor Suppressor	Kinase
STK11	Oncogene or Tumor Suppressor	Kinase
STK16	Other	Kinase
STK17A	Other	Kinase
STK17B	Other	Kinase
STK24	Other	Kinase
STK25	Other	Kinase
STK26	Other	Kinase
STK3	Other	Kinase
STK31	Other	Kinase
STK32A	Other	Kinase
STK32B	Other	Kinase
STK32C	Other	Kinase
STK33	Other	Kinase
STK33ps	Other	Kinase
STK35	Other	Kinase
STK36	Other	Kinase
STK38	Other	Kinase
STK38L	Oncogene	Kinase
STK39	Other	Kinase
STK4	Oncogene	Kinase
STK40	Other	Kinase
STKLD1	Other	Kinase
STLK3	Other	Kinase
STLK5	Other	Kinase
STLK6	Other	Kinase
STLK6-rs	Other	Kinase
STLK6ps1	Other	Kinase
STOML2	Oncogene	Other Oncogene
STRADA	Tumor Suppressor	Kinase
STRADB	Other	Kinase
STRN	Oncogene	Other Oncogene
STUB1	Tumor Suppressor	Other Tumor Suppressor
STX4	Oncogene	Other Oncogene
STYK1	Other	Kinase
SUFU	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SULF2	Oncogene	Other Oncogene
SUSD3	Oncogene	Other Oncogene
SUZ12	Oncogene or Tumor Suppressor	Epigenetic
SWAP70	Oncogene	Other Oncogene
SYDE1	Oncogene	Other Oncogene
SYK	Oncogene or Tumor Suppressor	Kinase
SYNE1	Oncogene	Other Oncogene
SYNE2	Oncogene	Other Oncogene
SYNE3	Oncogene	Other Oncogene
SYNM	Tumor Suppressor	Other Tumor Suppressor
SYNPO2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
SYT13	Tumor Suppressor	Other Tumor Suppressor
SgK050ps	Other	Kinase
SgK069	Other	Kinase
SgK071	Other	Kinase
SgK085	Other	Kinase
SgK110	Other	Kinase
SgK196	Other	Kinase
SgK223	Other	Kinase
SgK269	Other	Kinase
SgK288	Other	Kinase
SgK307	Other	Kinase
SgK384ps	Other	Kinase
SgK396	Other	Kinase
SgK424	Other	Kinase
SgK493	Other	Kinase
SgK494	Other	Kinase
SgK495	Other	Kinase
SgK496	Other	Kinase
Slob	Other	Kinase
SuRTK106	Other	Kinase
T	Other	Transcription Factor
TAB3	Oncogene	Other Oncogene
TAC1	Oncogene	Other Oncogene
TACC1	Oncogene	Other Oncogene
TACC3	Oncogene	Other Oncogene
TACSTD2	Oncogene	Other Oncogene
TAF1	Other	Kinase
TAF15	Oncogene	RNA Binding Protein
TAF1L	Other	Kinase
TAGLN	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TAK1	Other	Kinase
TAL1	Oncogene	Transcription Factor
TAL2	Oncogene	Transcription Factor
TANK	Tumor Suppressor	Other Tumor Suppressor
TAO1	Other	Kinase
TAO2	Other	Kinase
TAO3	Other	Kinase
TAOK1	Other	Kinase
TAOK2	Other	Kinase
TAOK3	Other	Kinase
TAP1	Oncogene	Other Oncogene
TAP2	Oncogene	Other Oncogene
TAT	Tumor Suppressor	Other Tumor Suppressor
TBCK	Other	Kinase
TBK1	Other	Kinase
TBL2	Tumor Suppressor	Other Tumor Suppressor
TBP	Other	Transcription Factor
TBPL1	Other	Transcription Factor
TBPL2	Other	Transcription Factor
TBR1	Other	Transcription Factor
TBRG1	Tumor Suppressor	Other Tumor Suppressor
TBX1	Other	Transcription Factor
TBX10	Other	Transcription Factor
TBX15	Other	Transcription Factor
TBX18	Other	Transcription Factor
TBX19	Other	Transcription Factor
TBX2	Oncogene	Transcription Factor
TBX20	Other	Transcription Factor
TBX21	Oncogene	Transcription Factor
TBX22	Oncogene	Transcription Factor
TBX3	Other	Transcription Factor
TBX4	Other	Transcription Factor
TBX5	Tumor Suppressor	Transcription Factor
TBX6	Other	Transcription Factor
TBXT	Other	Transcription Factor
TCEA1	Oncogene	Other Oncogene
TCEAL7	Tumor Suppressor	Other Tumor Suppressor
TCEB3	Tumor Suppressor	Other Tumor Suppressor
TCF12	Oncogene	Transcription Factor
TCF15	Other	Transcription Factor
TCF20	Other	Transcription Factor
TCF21	Other	Transcription Factor
TCF23	Other	Transcription Factor
TCF24	Other	Transcription Factor
TCF3	Oncogene or Tumor Suppressor	Transcription Factor
TCF4	Tumor Suppressor	Transcription Factor
TCF7	Other	Transcription Factor
TCF7L1	Oncogene or Tumor Suppressor	Transcription Factor
TCF7L1	Other	Transcription Factor
TCF7L2	Tumor Suppressor	Transcription Factor
TCF7L2	Oncogene or Tumor Suppressor	Transcription Factor
TCFL5	Other	Transcription Factor
TCHP	Tumor Suppressor	Other Tumor Suppressor
TCIRG1	Oncogene	Other Oncogene
TCL1A	Oncogene	Other Oncogene
TCL1B	Oncogene	Other Oncogene
TCL6	Oncogene	Other Oncogene
TCTA	Oncogene	Other Oncogene
TDGF1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TDGF1P3	Oncogene	Other Oncogene
TDRG1	Tumor Suppressor	Other Tumor Suppressor
TEAD1	Other	Transcription Factor
TEAD2	Other	Transcription Factor
TEAD3	Other	Transcription Factor
TEAD4	Other	Transcription Factor
TEC	Oncogene	Kinase
TECTA	Oncogene	Other Oncogene
TEF	Other	Transcription Factor
TEK	Oncogene	Kinase
TERB1	Other	Transcription Factor
TERF1	Other	Transcription Factor
TERF2	Other	Transcription Factor
TERT	Oncogene	Other Oncogene
TES	Tumor Suppressor	Other Tumor Suppressor
TESK1	Other	Kinase
TESK2	Other	Kinase
TET1	Oncogene	Epigenetic
TET2	Oncogene or Tumor Suppressor	Epigenetic
TET3	Other	Epigenetic
TEX14	Other	Kinase
TFAP2A	Oncogene or Tumor Suppressor	Transcription Factor
TFAP2B	Other	Transcription Factor
TFAP2C	Other	Transcription Factor
TFAP2D	Other	Transcription Factor
TFAP2E	Other	Transcription Factor
TFAP4	Oncogene	Transcription Factor
TFCP2	Other	Transcription Factor
TFCP2L1	Other	Transcription Factor
TFDP1	Other	Epigenetic
TFDP2	Other	Transcription Factor
TFDP3	Other	Transcription Factor
TFE3	Oncogene	Transcription Factor
TFEB	Oncogene	Transcription Factor
TFEC	Other	Transcription Factor
TFF1	Oncogene	Other Oncogene
TFF2	Oncogene	Other Oncogene
TFF3	Oncogene	Other Oncogene
TFG	Oncogene	Other Oncogene
TFPI2	Tumor Suppressor	Other Tumor Suppressor
TFPT	Oncogene	Epigenetic
TFRC	Oncogene	Other Oncogene
TGFA	Oncogene	Other Oncogene
TGFB1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TGFB2	Oncogene	Other Oncogene
TGFB3	Oncogene	Other Oncogene
TGFBI	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TGFBR1	Oncogene	Kinase
TGFBR2	Oncogene or Tumor Suppressor	Kinase
TGFBR3	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TGFbR1	Other	Kinase
TGFbR2	Other	Kinase
TGIF1	Other	Transcription Factor
TGIF2	Other	Transcription Factor
TGIF2LX	Other	Transcription Factor
TGIF2LY	Other	Transcription Factor
TGM3	Tumor Suppressor	Other Tumor Suppressor
THADA	Oncogene	Other Oncogene
THAP1	Other	Transcription Factor
THAP10	Other	Transcription Factor
THAP11	Other	Transcription Factor
THAP12	Other	Transcription Factor
THAP2	Other	Transcription Factor
THAP3	Other	Transcription Factor
THAP4	Other	Transcription Factor
THAP5	Other	Transcription Factor
THAP6	Other	Transcription Factor
THAP7	Other	Transcription Factor
THAP8	Other	Transcription Factor
THAP9	Other	Transcription Factor
THBD	Tumor Suppressor	Other Tumor Suppressor
THBS1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
THBS2	Oncogene	Other Oncogene
THBS3	Oncogene	Other Oncogene
THOC5	Oncogene	Other Oncogene
THPO	Oncogene	Other Oncogene
THRA	Oncogene or Tumor Suppressor	Transcription Factor
THRAP3	Oncogene	Other Oncogene
THRB	Tumor Suppressor	Transcription Factor
THRSP	Oncogene	Other Oncogene
THSD1	Tumor Suppressor	Other Tumor Suppressor
THY1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
THYN1	Other	Transcription Factor
TIAM1	Oncogene	Other Oncogene
TIE1	Oncogene	Kinase
TIE2	Other	Kinase
TIF1a	Other	Kinase
TIF1b	Other	Kinase
TIF1g	Other	Kinase
TIGD1	Other	Transcription Factor
TIGD2	Other	Transcription Factor
TIGD3	Other	Transcription Factor
TIGD4	Other	Transcription Factor
TIGD5	Other	Transcription Factor
TIGD6	Other	Transcription Factor
TIGD7	Other	Transcription Factor
TIMP1	Oncogene	Other Oncogene
TIMP2	Oncogene	Other Oncogene
TIMP3	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TJP2	Oncogene	Other Oncogene
TK1	Oncogene	Other Oncogene
TLCD2	Oncogene	Other Oncogene
TLCD3A	Oncogene	Other Oncogene
TLK1	Other	Kinase
TLK1ps	Other	Kinase
TLK2	Other	Kinase
TLK2ps1	Other	Kinase
TLK2ps2	Other	Kinase
TLX1	Oncogene	Transcription Factor
TLX2	Other	Transcription Factor
TLX3	Oncogene	Transcription Factor
TM4SF1	Oncogene	Other Oncogene
TMEFF1	Tumor Suppressor	Other Tumor Suppressor
TMEFF2	Tumor Suppressor	Other Tumor Suppressor
TMEM104	Oncogene	Other Oncogene
TMEM127	Tumor Suppressor	Other Tumor Suppressor
TMEM74	Oncogene	Other Oncogene
TMEM86A	Oncogene	Other Oncogene
TMF1	Other	Transcription Factor
TMPRSS11A	Tumor Suppressor	Other Tumor Suppressor
TMPRSS2	Oncogene	Other Oncogene
TMPRSS3	Oncogene	Other Oncogene
TMPRSS4	Oncogene	Other Oncogene
TMPRSS6	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TMSB10	Oncogene	Other Oncogene
TNC	Oncogene	Other Oncogene
TNF	Oncogene	Other Oncogene
TNFAIP1	Oncogene	Other Oncogene
TNFAIP3	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TNFAIP8L2	Tumor Suppressor	Other Tumor Suppressor
TNFRSF10A	Tumor Suppressor	Other Tumor Suppressor
TNFRSF10B	Tumor Suppressor	Other Tumor Suppressor
TNFRSF11A	Oncogene	Other Oncogene
TNFRSF11B	Oncogene	Other Oncogene
TNFRSF12A	Tumor Suppressor	Other Tumor Suppressor
TNFRSF13B	Oncogene	Other Oncogene
TNFRSF14	Oncogene	Other Oncogene
TNFRSF17	Oncogene	Other Oncogene
TNFRSF18	Tumor Suppressor	Other Tumor Suppressor
TNFRSF1A	Oncogene	Other Oncogene
TNFRSF1B	Oncogene	Other Oncogene
TNFRSF6B	Oncogene	Other Oncogene
TNFRSF8	Oncogene	Other Oncogene
TNFSF10	Oncogene	Other Oncogene
TNFSF12	Tumor Suppressor	Other Tumor Suppressor
TNFSF13B	Oncogene	Other Oncogene
TNFSF15	Oncogene	Other Oncogene
TNFSF18	Oncogene	Other Oncogene
TNFSF9	Tumor Suppressor	Other Tumor Suppressor
TNIK	Other	Kinase
TNK1	Tumor Suppressor	Kinase
TNK2	Other	Kinase
TNN	Oncogene	Other Oncogene
TNNI3K	Other	Kinase
TNR	Oncogene	Other Oncogene
TOB2	Oncogene	Other Oncogene
TOM1L2	Tumor Suppressor	Other Tumor Suppressor
TOP1	Oncogene	Other Oncogene
TOP2A	Oncogene	Epigenetic
TOP2B	Oncogene	Epigenetic
TOPORS	Oncogene or Tumor Suppressor	Transcription Factor
TP53	Oncogene or Tumor Suppressor	Epigenetic
TP53BP1	Tumor Suppressor	Epigenetic
TP53BP2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TP53COR1	Tumor Suppressor	Other Tumor Suppressor
TP53INP1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TP53RK	Oncogene	Other Oncogene
TP63	Tumor Suppressor	Transcription Factor
TP73	Oncogene or Tumor Suppressor	Transcription Factor
TPD52	Oncogene	Other Oncogene
TPK1	Oncogene	Other Oncogene
TPM3	Oncogene	Other Oncogene
TPM4	Oncogene	Other Oncogene
TPR	Oncogene	Other Oncogene
TPRX1	Other	Transcription Factor
TPTE2	Tumor Suppressor	Other Tumor Suppressor
TPTEP2-CSNK1E	Other	Kinase
TRA	Oncogene	Other Oncogene
TRAF1	Oncogene	Other Oncogene
TRAF3	Oncogene	Other Oncogene
TRAF4	Oncogene	Other Oncogene
TRAF7	Oncogene	Other Oncogene
TRAFD1	Other	Transcription Factor
TRAP1	Oncogene	Other Oncogene
TRB	Oncogene	Other Oncogene
TRD	Oncogene	Other Oncogene
TRD-GTC9-1	Oncogene	Other Oncogene
TRERF1	Other	Transcription Factor
TREX2	Tumor Suppressor	Other Tumor Suppressor
TRG	Oncogene	Other Oncogene
TRHR	Oncogene	Other Oncogene
TRIAP1	Oncogene	Other Oncogene
TRIB1	Other	Kinase
TRIB2	Other	Kinase
TRIB3	Other	Kinase
TRIM13	Tumor Suppressor	Other Tumor Suppressor
TRIM15	Tumor Suppressor	Other Tumor Suppressor
TRIM24	Oncogene or Tumor Suppressor	Epigenetic
TRIM27	Oncogene	Epigenetic
TRIM3	Tumor Suppressor	Other Tumor Suppressor
TRIM31	Tumor Suppressor	Other Tumor Suppressor
TRIM32	Tumor Suppressor	Other Tumor Suppressor
TRIM33	Oncogene	Epigenetic
TRIM35	Tumor Suppressor	Other Tumor Suppressor
TRIM37	Oncogene	Other Oncogene
TRIM62	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TRIO	Oncogene	Kinase
TRIP11	Oncogene	Other Oncogene
TRIT1	Tumor Suppressor	Other Tumor Suppressor
TRKA	Other	Kinase
TRKB	Other	Kinase
TRKC	Other	Kinase
TRMT10A	Oncogene	Other Oncogene
TRPM1	Oncogene	Other Oncogene
TRPM6	Other	Kinase
TRPM7	Other	Kinase
TRPS1	Other	Transcription Factor
TRPV1	Oncogene	Other Oncogene
TRPV6	Oncogene	Other Oncogene
TRRAP	Other	Kinase
TSC1	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TSC2	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TSC22D1	Tumor Suppressor	Transcription Factor
TSG101	Oncogene or Tumor Suppressor	Oncogene or Tumor Suppressor
TSHR	Oncogene	Other Oncogene
TSHZ1	Other	Transcription Factor
TSHZ2	Other	Transcription Factor
TSHZ3	Other	Transcription Factor
TSLP	Tumor Suppressor	Other Tumor Suppressor
TSPAN1	Oncogene	Other Oncogene
TSPAN13	Tumor Suppressor	Other Tumor Suppressor
TSPAN32	Tumor Suppressor	Other Tumor Suppressor
TSPAN8	Oncogene	Other Oncogene
TSPOAP1	Oncogene	Other Oncogene
TSSC4	Tumor Suppressor	Other Tumor Suppressor
TSSK1	Other	Kinase
TSSK1B	Other	Kinase
TSSK1B	Other	Kinase
TSSK2	Other	Kinase
TSSK3	Other	Kinase
TSSK4	Other	Kinase
TSSK6	Other	Kinase
TSSKps1	Other	Kinase
